failure_id,machine_id,failure_date,detection_method,failure_type,failure_severity,root_cause,repair_start,repair_end,mttr_hours,parts_replaced,parts_cost_eur,labor_hours,labor_cost_eur,production_loss_eur,total_cost_eur,technician_id,preventable,notes
F-00300,M-069,2025-10-09 00:00:00,ALARM,ELECTRICAL,MINOR,DESIGN_FLAW,2025-10-09 00:00:00,2025-10-09 02:23:47,2.4,2,2773.43,4.4,373.94,6963.38,10110.75,TECH-03,False,Intervention sur ROBOT - ELECTRICAL
F-00301,M-071,2024-04-02 00:00:00,ALARM,ELECTRICAL,MINOR,WEAR,2024-04-02 00:00:00,2024-04-02 03:30:39,3.51,4,5245.79,5.84,496.46,9773.29,15515.54,TECH-02,True,Intervention sur ROBOT - ELECTRICAL
F-00302,M-072,2024-03-31 00:00:00,OPERATOR_REPORT,SOFTWARE,MINOR,CALIBRATION,2024-03-31 00:00:00,2024-03-31 05:01:01,5.02,2,7060.4,6.99,593.8,10621.07,18275.27,TECH-05,False,Intervention sur ROBOT - SOFTWARE
F-00303,M-072,2024-06-06 00:00:00,ALARM,ELECTRICAL,MINOR,CALIBRATION,2024-06-06 00:00:00,2024-06-06 01:16:19,1.27,2,11335.66,1.55,131.88,2429.47,13897.01,TECH-12,False,Intervention sur ROBOT - ELECTRICAL
F-00304,M-072,2024-10-04 00:00:00,ALARM,SOFTWARE,MINOR,OVERHEATING,2024-10-04 00:00:00,2024-10-04 02:07:52,2.13,5,11416.88,3.75,318.55,4742.03,16477.45,TECH-11,True,Intervention sur ROBOT - SOFTWARE
F-00305,M-073,2024-04-05 00:00:00,ALARM,SOFTWARE,CRITICAL,SENSOR_DRIFT,2024-04-05 00:00:00,2024-04-05 02:30:55,2.52,2,9898.5,4.44,377.13,5336.42,15612.06,TECH-18,True,Intervention sur ROBOT - SOFTWARE
F-00306,M-073,2024-07-27 00:00:00,QUALITY_ISSUE,PNEUMATIC,MAJOR,WEAR,2024-07-27 00:00:00,2024-07-27 02:24:20,2.41,1,5146.73,4.61,392.27,4828.53,10367.53,TECH-12,False,Intervention sur ROBOT - PNEUMATIC
F-00307,M-073,2024-10-22 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,OPERATOR_ERROR,2024-10-22 00:00:00,2024-10-22 02:03:49,2.06,1,7053.69,3.08,262.17,4842.96,12158.82,TECH-03,False,Intervention sur ROBOT - PNEUMATIC
F-00308,M-073,2024-12-13 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,DESIGN_FLAW,2024-12-13 00:00:00,2024-12-13 04:09:12,4.15,2,3461.71,8.15,692.54,4341.85,8496.1,TECH-16,False,Intervention sur ROBOT - HYDRAULIC
F-00309,M-073,2025-03-06 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MAJOR,EXTERNAL_FACTOR,2025-03-06 00:00:00,2025-03-06 01:02:38,1.04,5,8034.5,1.53,130.34,2252.49,10417.33,TECH-18,False,Intervention sur ROBOT - PNEUMATIC
F-00310,M-073,2025-06-02 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MAJOR,VIBRATION,2025-06-02 00:00:00,2025-06-02 05:08:43,5.15,5,4678.12,9.66,820.68,6672.0,12170.8,TECH-06,False,Intervention sur ROBOT - HYDRAULIC
F-00311,M-073,2025-07-25 00:00:00,ALARM,ELECTRICAL,CRITICAL,DESIGN_FLAW,2025-07-25 00:00:00,2025-07-25 03:04:42,3.08,1,5091.07,4.01,340.49,4681.95,10113.51,TECH-22,False,Intervention sur ROBOT - ELECTRICAL
F-00312,M-075,2024-03-15 00:00:00,SCHEDULED_CHECK,ELECTRICAL,CRITICAL,WEAR,2024-03-15 00:00:00,2024-03-15 02:37:10,2.62,5,7741.55,3.45,293.1,5019.37,13054.01,TECH-17,False,Intervention sur ROBOT - ELECTRICAL
F-00313,M-076,2024-04-22 00:00:00,SCHEDULED_CHECK,SOFTWARE,MINOR,OVERHEATING,2024-04-22 00:00:00,2024-04-22 04:10:04,4.17,4,12093.85,7.43,631.6,11855.89,24581.35,TECH-02,True,Intervention sur ROBOT - SOFTWARE
F-00314,M-076,2024-08-16 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,WEAR,2024-08-16 00:00:00,2024-08-16 01:02:09,1.04,1,9318.19,1.41,119.43,2126.96,11564.58,TECH-18,False,Intervention sur ROBOT - SENSOR
F-00315,M-076,2024-12-10 00:00:00,QUALITY_ISSUE,SOFTWARE,MAJOR,CALIBRATION,2024-12-10 00:00:00,2024-12-10 03:18:48,3.31,3,1312.69,5.74,488.22,5948.22,7749.13,TECH-01,False,Intervention sur ROBOT - SOFTWARE
F-00316,M-076,2025-02-22 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,CALIBRATION,2025-02-22 00:00:00,2025-02-22 06:55:38,6.93,2,6526.34,10.76,915.02,9196.46,16637.82,TECH-19,True,Intervention sur ROBOT - HYDRAULIC
F-00317,M-076,2025-04-11 00:00:00,SCHEDULED_CHECK,ELECTRICAL,MAJOR,VIBRATION,2025-04-11 00:00:00,2025-04-11 03:57:54,3.97,5,5948.7,4.78,406.23,9031.07,15386.0,TECH-15,True,Intervention sur ROBOT - ELECTRICAL
F-00318,M-077,2024-02-25 00:00:00,OPERATOR_REPORT,ELECTRICAL,CRITICAL,ELECTRICAL_SHORT,2024-02-25 00:00:00,2024-02-25 01:52:06,1.87,3,7664.46,3.35,284.57,2707.37,10656.4,TECH-21,False,Intervention sur ROBOT - ELECTRICAL
F-00319,M-077,2024-04-10 00:00:00,SCHEDULED_CHECK,SOFTWARE,MINOR,OPERATOR_ERROR,2024-04-10 00:00:00,2024-04-10 00:39:23,0.66,5,11588.42,1.05,88.96,1930.74,13608.12,TECH-14,False,Intervention sur ROBOT - SOFTWARE
F-00320,M-077,2024-07-29 00:00:00,ALARM,SOFTWARE,MAJOR,VIBRATION,2024-07-29 00:00:00,2024-07-29 05:08:56,5.15,1,2861.28,6.42,545.69,8441.14,11848.12,TECH-09,False,Intervention sur ROBOT - SOFTWARE
F-00321,M-077,2024-10-20 00:00:00,ALARM,SOFTWARE,MINOR,SENSOR_DRIFT,2024-10-20 00:00:00,2024-10-20 03:19:34,3.33,3,11613.42,4.48,380.73,3954.99,15949.13,TECH-22,False,Intervention sur ROBOT - SOFTWARE
F-00322,M-077,2024-12-23 00:00:00,ALARM,SOFTWARE,CRITICAL,LUBRICATION,2024-12-23 00:00:00,2024-12-23 01:15:11,1.25,2,4580.56,2.28,194.2,2285.86,7060.62,TECH-17,True,Intervention sur ROBOT - SOFTWARE
F-00323,M-077,2025-02-15 00:00:00,ALARM,SENSOR,CRITICAL,OPERATOR_ERROR,2025-02-15 00:00:00,2025-02-15 01:19:36,1.33,3,2152.52,2.08,176.86,1529.39,3858.77,TECH-10,False,Intervention sur ROBOT - SENSOR
F-00324,M-078,2024-02-17 00:00:00,ALARM,PNEUMATIC,MINOR,LUBRICATION,2024-02-17 00:00:00,2024-02-17 01:41:02,1.68,3,12311.32,2.32,197.24,4570.0,17078.56,TECH-05,True,Intervention sur ROBOT - PNEUMATIC
F-00325,M-078,2024-04-03 00:00:00,OPERATOR_REPORT,MECHANICAL,MAJOR,OVERHEATING,2024-04-03 00:00:00,2024-04-03 04:32:55,4.55,3,3347.09,5.58,474.12,10551.37,14372.58,TECH-02,True,Intervention sur ROBOT - MECHANICAL
F-00326,M-078,2024-06-10 00:00:00,SCHEDULED_CHECK,SOFTWARE,MINOR,SENSOR_DRIFT,2024-06-10 00:00:00,2024-06-10 01:36:00,1.6,3,10223.71,1.96,166.4,2065.96,12456.06,TECH-06,True,Intervention sur ROBOT - SOFTWARE
F-00327,M-078,2024-09-12 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,DESIGN_FLAW,2024-09-12 00:00:00,2024-09-12 01:34:25,1.57,4,2990.72,2.84,241.21,1587.34,4819.27,TECH-12,True,Intervention sur ROBOT - SENSOR
F-00328,M-078,2024-12-07 00:00:00,OPERATOR_REPORT,SOFTWARE,MINOR,VIBRATION,2024-12-07 00:00:00,2024-12-07 01:45:05,1.75,4,2136.26,3.48,295.93,2184.58,4616.77,TECH-25,False,Intervention sur ROBOT - SOFTWARE
F-00329,M-078,2025-04-06 00:00:00,QUALITY_ISSUE,HYDRAULIC,MAJOR,CALIBRATION,2025-04-06 00:00:00,2025-04-06 05:17:48,5.3,2,5024.1,10.49,891.88,9999.91,15915.88,TECH-03,False,Intervention sur ROBOT - HYDRAULIC
F-00330,M-078,2025-07-31 00:00:00,OPERATOR_REPORT,HYDRAULIC,MINOR,VIBRATION,2025-07-31 00:00:00,2025-07-31 06:26:29,6.44,1,1732.59,8.47,719.84,11602.81,14055.23,TECH-12,True,Intervention sur ROBOT - HYDRAULIC
F-00331,M-078,2025-10-12 00:00:00,QUALITY_ISSUE,ELECTRICAL,MAJOR,OPERATOR_ERROR,2025-10-12 00:00:00,2025-10-12 03:58:19,3.97,5,10845.66,6.62,562.32,6140.47,17548.45,TECH-13,False,Intervention sur ROBOT - ELECTRICAL
F-00332,M-079,2024-03-06 00:00:00,OPERATOR_REPORT,ELECTRICAL,CRITICAL,CALIBRATION,2024-03-06 00:00:00,2024-03-06 01:19:26,1.32,5,1944.25,1.64,139.82,1504.79,3588.86,TECH-22,False,Intervention sur ROBOT - ELECTRICAL
F-00333,M-079,2024-04-24 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,SENSOR_DRIFT,2024-04-24 00:00:00,2024-04-24 03:32:08,3.54,5,3428.01,6.12,519.82,7002.3,10950.13,TECH-18,True,Intervention sur ROBOT - HYDRAULIC
F-00334,M-079,2024-05-28 00:00:00,ALARM,PNEUMATIC,MAJOR,CALIBRATION,2024-05-28 00:00:00,2024-05-28 02:42:20,2.71,2,3064.6,4.67,397.31,6923.37,10385.29,TECH-10,False,Intervention sur ROBOT - PNEUMATIC
F-00335,M-079,2024-08-28 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,SENSOR_DRIFT,2024-08-28 00:00:00,2024-08-28 05:24:47,5.41,3,2766.51,6.74,572.66,8264.67,11603.84,TECH-11,True,Intervention sur ROBOT - MECHANICAL
F-00336,M-079,2024-09-30 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,SENSOR_DRIFT,2024-09-30 00:00:00,2024-09-30 00:32:25,0.54,1,5448.22,0.69,58.69,913.35,6420.26,TECH-22,True,Intervention sur ROBOT - SENSOR
F-00337,M-079,2024-11-30 00:00:00,QUALITY_ISSUE,ELECTRICAL,MINOR,DESIGN_FLAW,2024-11-30 00:00:00,2024-11-30 02:46:39,2.78,4,785.82,4.06,344.91,5338.03,6468.77,TECH-09,True,Intervention sur ROBOT - ELECTRICAL
F-00338,M-079,2025-03-29 00:00:00,SCHEDULED_CHECK,PNEUMATIC,CRITICAL,EXTERNAL_FACTOR,2025-03-29 00:00:00,2025-03-29 01:46:50,1.78,3,1950.82,3.1,263.36,2977.05,5191.24,TECH-12,False,Intervention sur ROBOT - PNEUMATIC
F-00339,M-079,2025-05-23 00:00:00,OPERATOR_REPORT,PNEUMATIC,MINOR,EXTERNAL_FACTOR,2025-05-23 00:00:00,2025-05-23 02:42:02,2.7,1,4811.14,4.48,380.79,7046.6,12238.54,TECH-19,False,Intervention sur ROBOT - PNEUMATIC
F-00340,M-079,2025-07-26 00:00:00,SCHEDULED_CHECK,MECHANICAL,CRITICAL,CALIBRATION,2025-07-26 00:00:00,2025-07-26 05:23:54,5.4,4,7817.27,7.77,660.75,12562.0,21040.03,TECH-09,False,Intervention sur ROBOT - MECHANICAL
F-00341,M-079,2025-11-18 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,WEAR,2025-11-18 00:00:00,2025-11-18 01:21:54,1.37,5,14450.7,2.45,208.16,2641.23,17300.09,TECH-07,False,Intervention sur ROBOT - SENSOR
F-00342,M-080,2024-02-18 00:00:00,SCHEDULED_CHECK,ELECTRICAL,MINOR,VIBRATION,2024-02-18 00:00:00,2024-02-18 03:03:21,3.06,3,1434.2,4.16,354.0,5576.68,7364.88,TECH-22,True,Intervention sur ROBOT - ELECTRICAL
F-00343,M-080,2024-05-09 00:00:00,ALARM,ELECTRICAL,MAJOR,VIBRATION,2024-05-09 00:00:00,2024-05-09 01:34:32,1.58,1,6823.93,2.71,230.04,1692.37,8746.34,TECH-09,False,Intervention sur ROBOT - ELECTRICAL
F-00344,M-080,2024-08-31 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,OVERHEATING,2024-08-31 00:00:00,2024-08-31 00:31:47,0.53,4,1716.98,0.89,75.72,1448.83,3241.53,TECH-24,True,Intervention sur ROBOT - SENSOR
F-00345,M-081,2024-03-01 00:00:00,OPERATOR_REPORT,MECHANICAL,MAJOR,SENSOR_DRIFT,2024-03-01 00:00:00,2024-03-01 05:25:33,5.43,5,8116.27,8.67,736.6,6405.19,15258.07,TECH-24,False,Intervention sur ROBOT - MECHANICAL
F-00346,M-081,2024-04-30 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,DESIGN_FLAW,2024-04-30 00:00:00,2024-04-30 01:32:56,1.55,4,1310.92,2.52,214.2,3716.64,5241.76,TECH-16,True,Intervention sur ROBOT - PNEUMATIC
F-00347,M-081,2024-07-04 00:00:00,ALARM,ELECTRICAL,MAJOR,DESIGN_FLAW,2024-07-04 00:00:00,2024-07-04 03:08:49,3.15,4,12701.36,5.44,462.71,9068.74,22232.81,TECH-10,False,Intervention sur ROBOT - ELECTRICAL
F-00348,M-081,2024-10-29 00:00:00,ALARM,MECHANICAL,MAJOR,LUBRICATION,2024-10-29 00:00:00,2024-10-29 05:12:34,5.21,2,13809.94,7.51,637.95,14964.94,29412.83,TECH-15,False,Intervention sur ROBOT - MECHANICAL
F-00349,M-081,2025-02-18 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,ELECTRICAL_SHORT,2025-02-18 00:00:00,2025-02-18 02:33:32,2.56,5,13934.21,3.75,318.9,4720.51,18973.62,TECH-03,False,Intervention sur ROBOT - PNEUMATIC
F-00350,M-081,2025-05-12 00:00:00,OPERATOR_REPORT,SENSOR,MAJOR,LUBRICATION,2025-05-12 00:00:00,2025-05-12 01:38:34,1.64,3,3164.22,2.55,217.12,3749.57,7130.91,TECH-11,True,Intervention sur ROBOT - SENSOR
F-00351,M-081,2025-06-25 00:00:00,ALARM,ELECTRICAL,MAJOR,VIBRATION,2025-06-25 00:00:00,2025-06-25 03:08:26,3.14,5,6449.58,6.13,520.98,5976.67,12947.24,TECH-11,False,Intervention sur ROBOT - ELECTRICAL
F-00352,M-081,2025-08-19 00:00:00,ALARM,MECHANICAL,CRITICAL,OPERATOR_ERROR,2025-08-19 00:00:00,2025-08-19 04:29:13,4.49,2,14247.58,8.7,739.33,10294.09,25281.0,TECH-09,True,Intervention sur ROBOT - MECHANICAL
F-00353,M-082,2024-02-06 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,OPERATOR_ERROR,2024-02-06 00:00:00,2024-02-06 02:54:57,2.92,1,704.67,4.73,401.71,7426.4,8532.77,TECH-08,True,Intervention sur ROBOT - PNEUMATIC
F-00354,M-082,2024-03-31 00:00:00,QUALITY_ISSUE,HYDRAULIC,CRITICAL,WEAR,2024-03-31 00:00:00,2024-03-31 03:54:41,3.91,3,4603.03,6.81,579.08,7183.91,12366.01,TECH-09,True,Intervention sur ROBOT - HYDRAULIC
F-00355,M-082,2024-07-18 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,CALIBRATION,2024-07-18 00:00:00,2024-07-18 01:54:58,1.92,5,5187.07,3.36,285.77,4548.8,10021.64,TECH-09,True,Intervention sur ROBOT - PNEUMATIC
F-00356,M-082,2024-08-29 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,ELECTRICAL_SHORT,2024-08-29 00:00:00,2024-08-29 01:59:42,2.0,5,14524.54,3.35,284.66,4980.76,19789.96,TECH-20,False,Intervention sur ROBOT - SENSOR
F-00357,M-082,2024-11-05 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,DESIGN_FLAW,2024-11-05 00:00:00,2024-11-05 01:04:56,1.08,4,7646.18,1.59,135.35,2095.42,9876.95,TECH-05,False,Intervention sur ROBOT - PNEUMATIC
F-00358,M-082,2024-12-19 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,SENSOR_DRIFT,2024-12-19 00:00:00,2024-12-19 09:06:06,9.1,4,4602.42,17.31,1471.13,20259.27,26332.82,TECH-06,False,Intervention sur ROBOT - HYDRAULIC
F-00359,M-083,2024-04-02 00:00:00,QUALITY_ISSUE,ELECTRICAL,MAJOR,OVERHEATING,2024-04-02 00:00:00,2024-04-02 03:46:06,3.77,4,3155.55,5.94,504.9,5001.29,8661.74,TECH-02,False,Intervention sur ROBOT - ELECTRICAL
F-00360,M-083,2024-06-16 00:00:00,SCHEDULED_CHECK,SOFTWARE,MINOR,EXTERNAL_FACTOR,2024-06-16 00:00:00,2024-06-16 02:25:22,2.42,2,3454.14,3.46,293.94,6468.71,10216.79,TECH-19,True,Intervention sur ROBOT - SOFTWARE
F-00361,M-083,2024-09-21 00:00:00,SCHEDULED_CHECK,SENSOR,MINOR,OVERHEATING,2024-09-21 00:00:00,2024-09-21 00:38:29,0.64,3,4622.08,1.27,108.23,797.96,5528.27,TECH-05,True,Intervention sur ROBOT - SENSOR
F-00362,M-083,2024-10-31 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MINOR,EXTERNAL_FACTOR,2024-10-31 00:00:00,2024-10-31 02:54:37,2.91,2,14561.67,5.02,426.72,8445.38,23433.78,TECH-07,True,Intervention sur ROBOT - PNEUMATIC
F-00363,M-083,2025-02-20 00:00:00,OPERATOR_REPORT,HYDRAULIC,CRITICAL,LUBRICATION,2025-02-20 00:00:00,2025-02-20 03:29:42,3.5,2,3081.16,6.89,585.86,9545.14,13212.15,TECH-13,False,Intervention sur ROBOT - HYDRAULIC
F-00364,M-084,2024-03-07 00:00:00,OPERATOR_REPORT,SOFTWARE,MAJOR,DESIGN_FLAW,2024-03-07 00:00:00,2024-03-07 04:56:05,4.93,2,4996.47,8.63,733.22,6230.73,11960.42,TECH-16,False,Intervention sur ROBOT - SOFTWARE
F-00365,M-084,2024-05-25 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,LUBRICATION,2024-05-25 00:00:00,2024-05-25 01:50:42,1.85,2,9644.95,2.35,199.86,3739.38,13584.19,TECH-16,True,Intervention sur ROBOT - PNEUMATIC
F-00366,M-084,2024-07-31 00:00:00,OPERATOR_REPORT,PNEUMATIC,MINOR,OVERHEATING,2024-07-31 00:00:00,2024-07-31 01:17:49,1.3,1,12702.3,2.1,178.46,2063.82,14944.58,TECH-17,True,Intervention sur ROBOT - PNEUMATIC
F-00367,M-085,2024-04-05 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,VIBRATION,2024-04-05 00:00:00,2024-04-05 02:37:32,2.63,4,11645.38,3.18,270.72,6514.32,18430.42,TECH-02,True,Intervention sur ROBOT - PNEUMATIC
F-00368,M-085,2024-06-27 00:00:00,ALARM,SOFTWARE,CRITICAL,EXTERNAL_FACTOR,2024-06-27 00:00:00,2024-06-27 01:57:28,1.96,3,14517.43,3.71,315.72,2690.92,17524.07,TECH-22,True,Intervention sur ROBOT - SOFTWARE
F-00369,M-085,2024-09-20 00:00:00,SCHEDULED_CHECK,SENSOR,MINOR,EXTERNAL_FACTOR,2024-09-20 00:00:00,2024-09-20 01:11:24,1.19,3,10036.9,2.14,181.64,2918.27,13136.81,TECH-23,False,Intervention sur ROBOT - SENSOR
F-00370,M-085,2024-11-27 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,DESIGN_FLAW,2024-11-27 00:00:00,2024-11-27 02:45:01,2.75,2,3533.83,4.73,401.87,6324.8,10260.5,TECH-03,False,Intervention sur ROBOT - MECHANICAL
F-00371,M-085,2025-02-24 00:00:00,ALARM,ELECTRICAL,MAJOR,EXTERNAL_FACTOR,2025-02-24 00:00:00,2025-02-24 01:03:55,1.07,4,7336.59,2.01,170.97,2312.51,9820.07,TECH-02,False,Intervention sur ROBOT - ELECTRICAL
F-00372,M-085,2025-03-27 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,EXTERNAL_FACTOR,2025-03-27 00:00:00,2025-03-27 05:46:56,5.78,5,8537.42,8.28,704.15,11420.32,20661.88,TECH-22,False,Intervention sur ROBOT - MECHANICAL
F-00373,M-087,2024-02-29 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,CALIBRATION,2024-02-29 00:00:00,2024-02-29 04:03:56,4.07,1,13392.54,5.26,447.03,9128.99,22968.55,TECH-06,False,Intervention sur ROBOT - SOFTWARE
F-00374,M-087,2024-04-23 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MINOR,CALIBRATION,2024-04-23 00:00:00,2024-04-23 02:49:05,2.82,4,12715.77,4.86,413.35,3557.39,16686.51,TECH-22,False,Intervention sur ROBOT - PNEUMATIC
F-00375,M-087,2024-07-22 00:00:00,QUALITY_ISSUE,ELECTRICAL,MAJOR,LUBRICATION,2024-07-22 00:00:00,2024-07-22 01:50:50,1.85,2,9283.36,2.37,201.11,3384.33,12868.8,TECH-18,True,Intervention sur ROBOT - ELECTRICAL
F-00376,M-087,2024-08-23 00:00:00,OPERATOR_REPORT,HYDRAULIC,MINOR,LUBRICATION,2024-08-23 00:00:00,2024-08-23 04:06:36,4.11,4,1423.15,6.35,539.6,9186.9,11149.65,TECH-09,False,Intervention sur ROBOT - HYDRAULIC
F-00377,M-087,2024-11-06 00:00:00,QUALITY_ISSUE,MECHANICAL,CRITICAL,OVERHEATING,2024-11-06 00:00:00,2024-11-06 06:37:14,6.62,5,2010.06,8.21,698.0,19150.23,21858.29,TECH-20,True,Intervention sur ROBOT - MECHANICAL
F-00378,M-087,2025-02-15 00:00:00,OPERATOR_REPORT,MECHANICAL,CRITICAL,SENSOR_DRIFT,2025-02-15 00:00:00,2025-02-15 05:02:37,5.04,3,10768.37,9.13,775.81,10071.44,21615.62,TECH-05,True,Intervention sur ROBOT - MECHANICAL
F-00379,M-087,2025-04-11 00:00:00,QUALITY_ISSUE,PNEUMATIC,MAJOR,LUBRICATION,2025-04-11 00:00:00,2025-04-11 02:40:10,2.67,2,2983.3,3.77,320.59,6488.26,9792.15,TECH-25,False,Intervention sur ROBOT - PNEUMATIC
F-00380,M-087,2025-06-09 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,DESIGN_FLAW,2025-06-09 00:00:00,2025-06-09 02:14:24,2.24,1,5745.73,2.74,233.04,2892.51,8871.28,TECH-03,False,Intervention sur ROBOT - ELECTRICAL
F-00381,M-087,2025-08-18 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MAJOR,CALIBRATION,2025-08-18 00:00:00,2025-08-18 02:31:06,2.52,5,13586.41,3.14,266.78,5699.65,19552.83,TECH-10,False,Intervention sur ROBOT - PNEUMATIC
F-00382,M-087,2025-10-31 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,SENSOR_DRIFT,2025-10-31 00:00:00,2025-10-31 06:57:43,6.96,4,13369.91,11.83,1005.71,15569.69,29945.31,TECH-25,True,Intervention sur ROBOT - MECHANICAL
F-00383,M-088,2024-02-10 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,VIBRATION,2024-02-10 00:00:00,2024-02-10 05:13:28,5.22,1,3599.15,8.41,714.69,8487.39,12801.23,TECH-01,False,Intervention sur ROBOT - MECHANICAL
F-00384,M-088,2024-04-10 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2024-04-10 00:00:00,2024-04-10 03:46:23,3.77,5,5639.86,4.67,397.1,8685.38,14722.34,TECH-24,True,Intervention sur ROBOT - HYDRAULIC
F-00385,M-088,2024-07-07 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,EXTERNAL_FACTOR,2024-07-07 00:00:00,2024-07-07 09:55:22,9.92,2,8232.69,16.64,1414.0,16875.79,26522.48,TECH-23,False,Intervention sur ROBOT - HYDRAULIC
F-00386,M-088,2024-10-11 00:00:00,OPERATOR_REPORT,SOFTWARE,MAJOR,VIBRATION,2024-10-11 00:00:00,2024-10-11 01:02:20,1.04,4,10818.79,1.94,164.5,1209.21,12192.49,TECH-07,False,Intervention sur ROBOT - SOFTWARE
F-00387,M-088,2024-11-19 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,CALIBRATION,2024-11-19 00:00:00,2024-11-19 06:54:46,6.91,2,9728.69,13.81,1173.53,16438.84,27341.06,TECH-05,True,Intervention sur ROBOT - HYDRAULIC
F-00388,M-088,2025-02-19 00:00:00,OPERATOR_REPORT,SOFTWARE,MINOR,CALIBRATION,2025-02-19 00:00:00,2025-02-19 03:00:17,3.0,1,972.81,3.98,338.54,6364.49,7675.84,TECH-04,False,Intervention sur ROBOT - SOFTWARE
F-00389,M-088,2025-06-02 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2025-06-02 00:00:00,2025-06-02 05:36:00,5.6,2,11972.45,7.36,625.36,12204.38,24802.19,TECH-06,False,Intervention sur ROBOT - HYDRAULIC
F-00390,M-088,2025-07-02 00:00:00,ALARM,MECHANICAL,CRITICAL,DESIGN_FLAW,2025-07-02 00:00:00,2025-07-02 05:17:06,5.29,4,5398.44,7.94,674.69,14105.84,20178.97,TECH-25,False,Intervention sur ROBOT - MECHANICAL
F-00391,M-088,2025-10-25 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,ELECTRICAL_SHORT,2025-10-25 00:00:00,2025-10-25 02:14:58,2.25,1,13553.54,3.31,281.31,2455.69,16290.54,TECH-06,True,Intervention sur ROBOT - PNEUMATIC
F-00392,M-089,2024-04-20 00:00:00,QUALITY_ISSUE,SOFTWARE,MINOR,WEAR,2024-04-20 00:00:00,2024-04-20 03:28:48,3.48,1,11485.42,6.84,581.51,7111.59,19178.52,TECH-22,True,Intervention sur ROBOT - SOFTWARE
F-00393,M-089,2024-05-22 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,CALIBRATION,2024-05-22 00:00:00,2024-05-22 07:56:21,7.94,2,9299.39,12.08,1026.73,8653.6,18979.73,TECH-14,True,Intervention sur ROBOT - HYDRAULIC
F-00394,M-089,2024-08-27 00:00:00,ALARM,HYDRAULIC,CRITICAL,EXTERNAL_FACTOR,2024-08-27 00:00:00,2024-08-27 09:51:30,9.86,3,11640.42,13.05,1108.96,28632.34,41381.72,TECH-06,True,Intervention sur ROBOT - HYDRAULIC
F-00395,M-089,2024-10-03 00:00:00,ALARM,HYDRAULIC,MAJOR,DESIGN_FLAW,2024-10-03 00:00:00,2024-10-03 05:53:23,5.89,5,2254.01,8.02,681.88,14749.53,17685.43,TECH-13,True,Intervention sur ROBOT - HYDRAULIC
F-00396,M-089,2024-12-06 00:00:00,OPERATOR_REPORT,MECHANICAL,CRITICAL,DESIGN_FLAW,2024-12-06 00:00:00,2024-12-06 03:54:36,3.91,2,770.03,6.43,546.14,8493.91,9810.08,TECH-10,False,Intervention sur ROBOT - MECHANICAL
F-00397,M-089,2025-03-03 00:00:00,QUALITY_ISSUE,MECHANICAL,CRITICAL,WEAR,2025-03-03 00:00:00,2025-03-03 07:04:39,7.08,4,4054.84,13.89,1180.4,20685.93,25921.17,TECH-20,False,Intervention sur ROBOT - MECHANICAL
F-00398,M-090,2024-04-23 00:00:00,SCHEDULED_CHECK,ELECTRICAL,CRITICAL,VIBRATION,2024-04-23 00:00:00,2024-04-23 03:48:01,3.8,5,5595.56,6.48,551.04,8248.34,14394.94,TECH-19,True,Intervention sur ROBOT - ELECTRICAL
